System ID,UPC,EAN,Custom SKU,Manufacturer SKU,Default Vendor ID,Description,Default Vendor,Item Type,Tax Class,Brand,Top Level Category,Default Cost,Price,Archived (Yes / No),Category,Quantity on Hand,Lifetime Quantity Sold,# of Sales
,8437021969573,8437021969573,,,,AMS FRAME GUARD EXTRA ZEBRA WHITE,Extra UK,,,All Mountain Style,,,37,,AMS FRAME GUARDS,,,
,614458962645,614458962645,,,,AMS FORK GUARD BLACK,Extra UK,,,All Mountain Style,,,30,,AMS FRAME GUARDS,,,
,614458962867,614458962867,,,,AMS FORK GUARD CAMO GREY,Extra UK,,,All Mountain Style,,,30,,AMS FRAME GUARDS,,,
,755918299366,755918299366,,,,AMS FORK GUARD CLEAR,Extra UK,,,All Mountain Style,,,30,,AMS FRAME GUARDS,,,
,797822098659,797822098659,,,,AMS CHAIN GUARD BLACK,Extra UK,,,All Mountain Style,,,28,,AMS FRAME GUARDS,,,
,797822098642,797822098642,,,,AMS CHAIN GUARD  CLEAR,Extra UK,,,All Mountain Style,,,28,,AMS FRAME GUARDS,,,
,797822098666,797822098666,,,,AMS CHAIN GUARD MAZE BLACK,Extra UK,,,All Mountain Style,,,28,,AMS FRAME GUARDS,,,
,040361015206,040361015206,,,,AMS FRAME GUARD FULL CAMO GREY,Extra UK,,,All Mountain Style,,,65,,AMS FRAME GUARDS,,,
,797822098765,797822098765,,,,AMS FRAME GUARD FULL CLEAR,Extra UK,,,All Mountain Style,,,60,,AMS FRAME GUARDS,,,
,8437021969603,8437021969603,,,,AMS FRAME GUARD FULL ZEBRA GREY,Extra UK,,,All Mountain Style,,,65,,AMS FRAME GUARDS,,,
,8437021969610,8437021969610,,,,AMS FRAME GUARD FULL ZEBRA WHITE,Extra UK,,,All Mountain Style,,,65,,AMS FRAME GUARDS,,,
,8437021969115,8437021969115,,,,AMS CRANK GUARD BLACK,Extra UK,,,All Mountain Style,,,23,,AMS FRAME GUARDS,,,
,040361015169,040361015169,,,,AMS CRANK GUARD CLEAR,Extra UK,,,All Mountain Style,,,23,,AMS FRAME GUARDS,,,
,040361015596,040361015596,,,,AMS FRAME GUARD TOTAL CAMO GREY,Extra UK,,,All Mountain Style,,,86,,AMS FRAME GUARDS,,,
,040361015435,040361015435,,,,AMS FRAME GUARD TOTAL CLEAR,Extra UK,,,All Mountain Style,,,80,,AMS FRAME GUARDS,,,
,8437023467053,8437023467053,,,,AMS GRAVEL/ROAD BIKEPACKING BLACK,Extra UK,,,All Mountain Style,,,43,,AMS FRAME GUARDS,,,
,8437023467060,8437023467060,,,,AMS GRAVEL/ROAD BIKEPACKING WHITE,Extra UK,,,All Mountain Style,,,43,,AMS FRAME GUARDS,,,
,8437023467312,8437023467312,,,,AMS GRAVEL/ROAD COFFEE BLACK,Extra UK,,,All Mountain Style,,,43,,AMS FRAME GUARDS,,,
,8437023467329,8437023467329,,,,AMS GRAVEL/ROAD COFFEE WHITE,Extra UK,,,All Mountain Style,,,43,,AMS FRAME GUARDS,,,
,040361015510,040361015510,,,,AMS GRAVEL/ROAD CLEAR,Extra UK,,,All Mountain Style,,,43,,AMS FRAME GUARDS,,,
,8437021969672,8437021969672,,,,AMS GRAVEL/ROAD STERRATO BLACK,Extra UK,,,All Mountain Style,,,43,,AMS FRAME GUARDS,,,
,8437021969689,8437021969689,,,,AMS GRAVEL/ROAD STERRATO WHITE,Extra UK,,,All Mountain Style,,,43,,AMS FRAME GUARDS,,,
,8437021969900,8437021969900,,,,AMS BAR GUARD CLEAR,Extra UK,,,All Mountain Style,,,18,,AMS FRAME GUARDS,,,
,8437021969924,8437021969924,,,,AMS BAR GUARD MOUNTAINS,Extra UK,,,All Mountain Style,,,18,,AMS FRAME GUARDS,,,
,8437021969917,8437021969917,,,,AMS BAR GUARD TRACKS,Extra UK,,,All Mountain Style,,,18,,AMS FRAME GUARDS,,,
,8437023467336,8437023467336,,,,AMS FRAME GUARD EXTRA RED BULL HARD GREY,Extra UK,,,All Mountain Style,,,40,,AMS FRAME GUARDS,,,
,8437021969382,8437021969382,,,,AMS CERO GRIPS BLACK,Extra UK,,,All Mountain Style,,,27,,AMS GRIPS,,,
,8437021969412,8437021969412,,,,AMS CERO GRIPS BLACK/ORANGE,Extra UK,,,All Mountain Style,,,27,,AMS GRIPS,,,
,8437021969405,8437021969405,,,,AMS CERO GRIPS BLACK/RED,Extra UK,,,All Mountain Style,,,27,,AMS GRIPS,,,
,8437021969429,8437021969429,,,,AMS CERO GRIPS BLACK/WHITE,Extra UK,,,All Mountain Style,,,27,,AMS GRIPS,,,
,8437021969399,8437021969399,,,,AMS CERO GRIPS GUM,Extra UK,,,All Mountain Style,,,27,,AMS GRIPS,,,
,8437021969627,8437021969627,,,,AMS CERO GRIPS RED BULL RAMPAGE BLACK,Extra UK,,,All Mountain Style,,,30,,AMS GRIPS,,,
,8437021969436,8437021969436,,,,AMS BERM GRIPS BLACK,Extra UK,,,All Mountain Style,,,25,,AMS GRIPS,,,
,8437021969504,8437021969504,,,,AMS BERM GRIPS CAMO BLUE,Extra UK,,,All Mountain Style,,,25,,AMS GRIPS,,,
,8437021969443,8437021969443,,,,AMS BERM GRIPS GUM,Extra UK,,,All Mountain Style,,,25,,AMS GRIPS,,,
,8437021969450,8437021969450,,,,AMS BERM GRIPS GREEN,Extra UK,,,All Mountain Style,,,25,,AMS GRIPS,,,
,8437021969474,8437021969474,,,,AMS BERM GRIPS CAMO ORANGE,Extra UK,,,All Mountain Style,,,25,,AMS GRIPS,,,
,8437023467442,8437023467442,,,,AMS BERM GRIPS CAMO PURPLE,Extra UK,,,All Mountain Style,,,25,,AMS GRIPS,,,
,8437021969528,8437021969528,,,,AMS BERM GRIPS RED BULL RAMPAGE BLACK,Extra UK,,,All Mountain Style,,,28,,AMS GRIPS,,,
,8437021969467,8437021969467,,,,AMS BERM GRIPS CAMO RED,Extra UK,,,All Mountain Style,,,25,,AMS GRIPS,,,
,8437021969481,8437021969481,,,,AMS BERM GRIPS CAMO WHITE,Extra UK,,,All Mountain Style,,,25,,AMS GRIPS,,,
,8437021969498,8437021969498,,,,AMS BERM GRIPS CAMO YELLOW,Extra UK,,,All Mountain Style,,,25,,AMS GRIPS,,,
