System ID,UPC,EAN,Custom SKU,Manufacturer SKU,Default Vendor ID,Description,Default Vendor,Item Type,Tax Class,Brand,Top Level Category,Default Cost,Price,Archived (Yes / No),Category,Quantity on Hand,Lifetime Quantity Sold,# of Sales
,8050046169829,8050046169829,CPW655,,,,Chicken,,,Campagnolo,,135.79,,,"Wheels, Components, Road Rim Brake Wheels, ",,,
,8050046169836,8050046169836,BR-CH006,,,,Chicken,,,Campagnolo,,6.46,,,"Shifters Spares, , Tools & Spares, Spares, ",,,
,8050148690696,8050148690696,MCW933,,,,Chicken,,,Miche,,263.51,,,"Components, Wheels, Gravel/CX Wheels, ",,,
,8050148690733,8050148690733,MCW933A,,,,Chicken,,,Miche,,263.51,,,"Components, Wheels, Gravel/CX Wheels, ",,,
,8050148690887,8050148690887,MCW933B,,,,Chicken,,,Miche,,263.51,,,"Components, Wheels, Gravel/CX Wheels, ",,,
,8050148690894,8050148690894,MCW10,,,,Chicken,,,Miche,,140.06,,,"Wheels, Single Speed Wheels, Road Rim Brake Wheels, Components, ",,,
,8050148692003,8050148692003,MCSP44K,,,,Chicken,,,Miche,,41.03,,,"Tools & Spares, Spares, Wheel/Hub Spares, ",,,
,8050148692300,8050148692300,MCC969,,,,Chicken,,,Miche,,69.1,,,"Chainsets, Components, Chainsets & Cranks, ",,,
,8050148692348,8050148692348,MCW111D,,,,Chicken,,,Miche,,172.59,,,"Wheels, Components, Single Speed Wheels, ",,,
,8050148692362,8050148692362,MCC970,,,,Chicken,,,Miche,,98.72,,,"Chainsets, Components, Chainsets & Cranks, ",,,
,8050148692461,8050148692461,MCC971,,,,Chicken,,,Miche,,98.72,,,"Chainsets, Components, Chainsets & Cranks, ",,,
,8050148692508,8050148692508,MCC972,,,,Chicken,,,Miche,,98.72,,,"Chainsets, Components, Chainsets & Cranks, ",,,
,8050148693727,8050148693727,MCSP47,,,,Chicken,,,Miche,,3.87,,,"Wheel/Hub Spares, , Tools & Spares, Spares, ",,,
,8050148693772,8050148693772,MCH586,,,,Chicken,,,Miche,,61.74,,,"Hubs, Components, ",,,
,8050148693802,8050148693802,MCH64,,,,Chicken,,,Miche,,61.74,,,"Hubs, Components, ",,,
,8050148693819,8050148693819,MCH58,,,,Chicken,,,Miche,,61.74,,,"Hubs, Components, ",,,
,8050148694250,8050148694250,MCW933C,,,,Chicken,,,Miche,,263.51,,,"Components, Wheels, Gravel/CX Wheels, ",,,
,8050148694397,8050148694397,MCW570,,,,Chicken,,,Miche,,1151.03,,,"Components, Wheels, Road Disc Brake Wheels, ",,,
,8050148694427,8050148694427,MCNF,,,,Chicken,,,Miche,,1.47,,,"Wheel/Hub Spares, , Tools & Spares, Spares, ",,,
,8050148694434,8050148694434,MCNR,,,,Chicken,,,Miche,,1.53,,,"Wheel/Hub Spares, , Tools & Spares, Spares, ",,,
,8050148694519,8050148694519,MCSP51,,,,Chicken,,,Miche,,1.27,,,"Chainset Spares, , Tools & Spares, Spares, Chainrings & Bolts, Chainring Bolts, ",,,
,8050148694588,8050148694588,MS14A,,,,Chicken,,,Miche,,8.87,,,"Sprockets & Lockrings, Components, ",,,
,8050148694595,8050148694595,MS16A,,,,Chicken,,,Miche,,8.87,,,"Sprockets & Lockrings, Components, ",,,
,8050148694601,8050148694601,MS18A,,,,Chicken,,,Miche,,8.87,,,"Sprockets & Lockrings, Components, ",,,
,8050148694700,8050148694700,MCX223,,,,Chicken,,,Miche,,43.55,,,"Cassettes, Components, ",,,
,8050148694977,8050148694977,MS15A,,,,Chicken,,,Miche,,8.87,,,"Sprockets & Lockrings, Components, ",,,
,8050148694984,8050148694984,MCCE014,,,,Chicken,,,Miche,,4.72,,,"Sprockets & Lockrings, Components, ",,,
,8050148695929,8050148695929,MCW742,,,,Chicken,,,Miche,,265.48,,,"Components, Wheels, Road Rim Brake Wheels, ",,,
