Product Category,Product Group,Product Brand,Item/Model,Description/Type,Colour,Size,Ltd Stock,Our Part No.,RRP,Q Trade,Barcode,Cost Price,Supplier
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Karate Monkey Deore12,"27+ Complete Bike - Shimano Deore 12s Drivetrain, Ridgeline Wheels, Rigid Fork",Black,XS,Mixed Qty,5SUKM25D0K,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Karate Monkey Deore12,"27+ Complete Bike - Shimano Deore 12s Drivetrain, Ridgeline Wheels, Rigid Fork",Black,Sm,Mixed Qty,5SUKM25D1K,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Karate Monkey Deore12,"27+ Complete Bike - Shimano Deore 12s Drivetrain, Ridgeline Wheels, Rigid Fork",Black,Md,Mixed Qty,5SUKM25D2K,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Karate Monkey Deore12,"27+ Complete Bike - Shimano Deore 12s Drivetrain, Ridgeline Wheels, Rigid Fork",Black,Large,Mixed Qty,5SUKM25D3K,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Karate Monkey Deore12,"27+ Complete Bike - Shimano Deore 12s Drivetrain, Ridgeline Wheels, Rigid Fork",Black,XL,Mixed Qty,5SUKM25D4K,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",First Loser Silver,Sm,Mixed Qty,5SUKR23D1S,1999.99,,,1333.33,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",First Loser Silver,Large,Mixed Qty,5SUKR23D3S,1999.99,,,1333.33,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",First Loser Silver,XL,Mixed Qty,5SUKR23D4S,1999.99,,,1333.33,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",Blue Oyster Coat,Sm,Mixed Qty,5SUKR24D1B,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",Chester Copperpot,Sm,Mixed Qty,5SUKR24D1N,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",Blue Oyster Coat,Md,Mixed Qty,5SUKR24D2B,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",Chester Copperpot,Md,Mixed Qty,5SUKR24D2N,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",Blue Oyster Coat,Large,Mixed Qty,5SUKR24D3B,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",Chester Copperpot,Large,Mixed Qty,5SUKR24D3N,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",Blue Oyster Coat,XL,Mixed Qty,5SUKR24D4B,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Krampus Deore,"29+ Adventure Bike, Shimano Deore 12s, Hydro Disc Brake, Rigid fork",Chester Copperpot,XL,Mixed Qty,5SUKR24D4N,2199.99,,,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Ogre,"1x10sp 29"" Utility Mountain Bike, Microshift/Avid Disc Brake",Purple,Sm,Mixed Qty,5SUOG241U,1999.99,,708752429826,1333.33,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Ogre,"1x10sp 29"" Utility Mountain Bike, Microshift/Avid Disc Brake",Purple,Md,Mixed Qty,5SUOG242U,1999.99,,708752429963,1333.33,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Ogre,"1x10sp 29"" Utility Mountain Bike, Microshift/Avid Disc Brake",Purple,Lg,Mixed Qty,5SUOG243U,1999.99,,708752430105,1333.33,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Ogre,"1x10sp 29"" Utility Mountain Bike, Microshift/Avid Disc Brake",Purple,XL,Mixed Qty,5SUOG244U,1999.99,,708752430242,1333.33,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Ogre,"1x12sp 29"" Utility Mountain Bike, Shimano Deore/Avid Disc Brake",Orlok's Shadow,Sm,Mixed Qty,5SUOG261B,2199.99,,708752508019,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Ogre,"1x12sp 29"" Utility Mountain Bike, Shimano Deore/Avid Disc Brake",Orlok's Shadow,Md,Mixed Qty,5SUOG262B,2199.99,,708752508033,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Ogre,"1x12sp 29"" Utility Mountain Bike, Shimano Deore/Avid Disc Brake",Orlok's Shadow,Lg,Mixed Qty,5SUOG263B,2199.99,,708752508057,1466.66,Ison
Bikes - Complete,"Bikes - MTB - 29"" & 27+",Surly - Bikes/Frames,Ogre,"1x12sp 29"" Utility Mountain Bike, Shimano Deore/Avid Disc Brake",Orlok's Shadow,XL,Mixed Qty,5SUOG264B,2199.99,,708752508071,1466.66,Ison
Bikes - Complete,Bikes - MTB - 4X & Jump,Identiti,2023 Dr Jekyll Comp SS,"Single Speed, Society Xeno II fork, Halo T2 Wheels",Sand,Std,Mixed Qty,5IT23DJ11N,1499.99,,,999.99,Ison
Bikes - Complete,Bikes - MTB - 4X & Jump,Identiti,2023 Dr Jekyll Comp SS,"Single Speed, Society Xeno II fork, Halo T2 Wheels",Gunpowder Grey,Std,Mixed Qty,5IT23DJ11X,1499.99,,,999.99,Ison
Bikes - Complete,Bikes - MTB - 4X & Jump,Identiti,2023 Dr Jekyll Comp SS,"Single Speed, Society Xeno II fork, Halo T2 Wheels",Sand,Large,Mixed Qty,5IT23DJ12N,1499.99,,,999.99,Ison
Bikes - Complete,Bikes - MTB - 4X & Jump,Identiti,2023 Dr Jekyll Comp SS,"Single Speed, Society Xeno II fork, Halo T2 Wheels",Gunpowder Grey,Large,Mixed Qty,5IT23DJ12X,1499.99,,,999.99,Ison
Bikes - Complete,Bikes - MTB - 4X & Jump,Identiti,2023 Dr Jekyll Pro SS,"Single Speed, RS Pike DJ Fork, Halo Chaos Wheels",Sand,Std,Mixed Qty,5IT23DJ21N,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - 4X & Jump,Identiti,2023 Dr Jekyll Pro SS,"Single Speed, RS Pike DJ Fork, Halo Chaos Wheels",Gunpowder Grey,Std,Mixed Qty,5IT23DJ21X,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - 4X & Jump,Identiti,2023 Dr Jekyll Pro SS,"Single Speed, RS Pike DJ Fork, Halo Chaos Wheels",Sand,Large,Mixed Qty,5IT23DJ22N,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - 4X & Jump,Identiti,2023 Dr Jekyll Pro SS,"Single Speed, RS Pike DJ Fork, Halo Chaos Wheels",Gunpowder Grey,Large,Mixed Qty,5IT23DJ22X,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Fatbikes,Surly - Bikes/Frames,"Ice Cream Truck 5""","26"" Adventure Bike, Symmetrical Rear end, Deore 1x12s, Hydro Disc Brake, 5"" Tyres",Violet,Sm,Mixed Qty,5SUIC261U,2699.99,,708752516779,1799.99,Ison
Bikes - Complete,Bikes - MTB - Fatbikes,Surly - Bikes/Frames,"Ice Cream Truck 5""","26"" Adventure Bike, Symmetrical Rear end, Deore 1x12s, Hydro Disc Brake, 5"" Tyres",Violet,Md,Mixed Qty,5SUIC262U,2699.99,,708752516793,1799.99,Ison
Bikes - Complete,Bikes - MTB - Fatbikes,Surly - Bikes/Frames,"Ice Cream Truck 5""","26"" Adventure Bike, Symmetrical Rear end, Deore 1x12s, Hydro Disc Brake, 5"" Tyres",Violet,Lg,Mixed Qty,5SUIC263U,2699.99,,708752516816,1799.99,Ison
Bikes - Complete,Bikes - MTB - Fatbikes,Surly - Bikes/Frames,"Ice Cream Truck 5""","26"" Adventure Bike, Symmetrical Rear end, Deore 1x12s, Hydro Disc Brake, 5"" Tyres",Violet,XL,Mixed Qty,5SUIC264U,2699.99,,708752516830,1799.99,Ison
Bikes - Complete,Bikes - MTB - Fatbikes,Surly - Bikes/Frames,"Moonlander 24""","24x6"" Adventure Bike, 9sp Pinion Gearbox, Hydro Disc Brake, 6"" Tyres",Grey,Sm,Mixed Qty,5SUML251W,4699.99,,708752432871,3133.33,Ison
Bikes - Complete,Bikes - MTB - Fatbikes,Surly - Bikes/Frames,"Moonlander 24""","24x6"" Adventure Bike, 9sp Pinion Gearbox, Hydro Disc Brake, 6"" Tyres",Grey,Md,Mixed Qty,5SUML252W,4699.99,,708752433014,3133.33,Ison
Bikes - Complete,Bikes - MTB - Fatbikes,Surly - Bikes/Frames,"Moonlander 24""","24x6"" Adventure Bike, 9sp Pinion Gearbox, Hydro Disc Brake, 6"" Tyres",Grey,Lg,Mixed Qty,5SUML253W,4699.99,,708752433151,3133.33,Ison
Bikes - Complete,Bikes - MTB - Fatbikes,Surly - Bikes/Frames,"Moonlander 24""","24x6"" Adventure Bike, 9sp Pinion Gearbox, Hydro Disc Brake, 6"" Tyres",Grey,XL,Mixed Qty,5SUML254W,4699.99,,708752433298,3133.33,Ison
Bikes - Complete,Bikes - MTB - General ,Surly - Bikes/Frames,Bridge Club,"1x11sp 27.5"" Utility Mountain Bike, Hydro Disc Brake, Gnot Boost",Whipped Butter,Lg,Ltd Availability,5SUBC243N,1599.99,906.66,708752428843,1066.66,Ison
Bikes - Complete,Bikes - MTB - General ,Surly - Bikes/Frames,Bridge Club,"1x11sp 27.5"" Utility Mountain Bike, Hydro Disc Brake, Gnot Boost",Black,XS,Mixed Qty,5SUBC250K,1799.99,,708752479630,1199.99,Ison
Bikes - Complete,Bikes - MTB - General ,Surly - Bikes/Frames,Bridge Club,"1x11sp 27.5"" Utility Mountain Bike, Hydro Disc Brake, Gnot Boost",Black,Sm,Mixed Qty,5SUBC251K,1799.99,,708752479654,1199.99,Ison
Bikes - Complete,Bikes - MTB - General ,Surly - Bikes/Frames,Bridge Club,"1x11sp 27.5"" Utility Mountain Bike, Hydro Disc Brake, Gnot Boost",Black,Md,Mixed Qty,5SUBC252K,1799.99,,708752479678,1199.99,Ison
Bikes - Complete,Bikes - MTB - General ,Surly - Bikes/Frames,Bridge Club,"1x11sp 27.5"" Utility Mountain Bike, Hydro Disc Brake, Gnot Boost",Black,Lg,Mixed Qty,5SUBC253K,1799.99,,708752479692,1199.99,Ison
Bikes - Complete,Bikes - MTB - General ,Surly - Bikes/Frames,Bridge Club,"1x11sp 27.5"" Utility Mountain Bike, Hydro Disc Brake, Gnot Boost",Black,XL,Mixed Qty,5SUBC254K,1799.99,,708752479715,1199.99,Ison
Bikes - Complete,Bikes - MTB - General ,Surly - Bikes/Frames,Lowside,"Single Speed 27.5"" Mountain Bike, 27.5x2.8 Tyres, Hydro Disc Brake, Sunrise Bar",Dream Tangerine,XS,Ltd Availability,5SULS210O,1699.99,963.33,708752370449,1133.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2022 AKA 27.5 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour 35 Wheels",Dark Green,Sm,Mixed Qty,5IT22A731G,2599.99,,,1733.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2022 AKA 27.5 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour 35 Wheels",Black,Sm,Mixed Qty,5IT22A731K,2599.99,,,1733.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2022 AKA 27.5 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour 35 Wheels",Black,Med,Mixed Qty,5IT22A732K,2599.99,,,1733.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2022 AKA 27.5 XT,"XT 1x12sp, MRP Ribbon Air Fork, Halo Vapour 35 wheels",Dark Green,Sm,Mixed Qty,5IT22A741G,3149.99,,,2099.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2022 AKA 27.5 XT,"XT 1x12sp, MRP Ribbon Air Fork, Halo Vapour 35 wheels",Black,Sm,Mixed Qty,5IT22A741K,3149.99,,,2099.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2022 AKA 27.5 XT,"XT 1x12sp, MRP Ribbon Air Fork, Halo Vapour 35 wheels",Black,Med,Mixed Qty,5IT22A742K,3149.99,,,2099.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2022 AKA 29 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour 35 Wheels",Dark Green,Sm,Mixed Qty,5IT22A931G,2599.99,,,1733.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2022 AKA 29 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour 35 Wheels",Black,Sm,Mixed Qty,5IT22A931K,2599.99,,,1733.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2022 AKA 29 XT,"XT 1x12sp, MRP Ribbon Air Fork, Halo Vapour 35 wheels",Dark Green,Sm,Mixed Qty,5IT22A941G,3149.99,,,2099.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2022 AKA 29 XT,"XT 1x12sp, MRP Ribbon Air Fork, Halo Vapour 35 wheels",Black,Sm,Mixed Qty,5IT22A941K,3149.99,,,2099.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Navy Teal,Sm,Mixed Qty,5IT23A721V,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Gunpowder BlackFlash,Sm,Mixed Qty,5IT23A721X,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Navy Teal,Med,Mixed Qty,5IT23A722V,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Gunpowder BlackFlash,Med,Mixed Qty,5IT23A722X,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Navy Teal,Large,Mixed Qty,5IT23A723V,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Gunpowder BlackFlash,Large,Mixed Qty,5IT23A723X,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Navy Teal,Sm,Mixed Qty,5IT23A731V,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Gunpowder BlackFlash,Sm,Mixed Qty,5IT23A731X,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Navy Teal,Med,Mixed Qty,5IT23A732V,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Gunpowder BlackFlash,Med,Mixed Qty,5IT23A732X,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Navy Teal,Large,Mixed Qty,5IT23A733V,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Gunpowder BlackFlash,Large,Mixed Qty,5IT23A733X,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Navy Teal,Sm,Mixed Qty,5IT23A751V,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Gunpowder BlackFlash,Sm,Mixed Qty,5IT23A751X,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Navy Teal,Med,Mixed Qty,5IT23A752V,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Gunpowder BlackFlash,Med,Mixed Qty,5IT23A752X,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Navy Teal,Large,Mixed Qty,5IT23A753V,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Gunpowder BlackFlash,Large,Mixed Qty,5IT23A753X,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Navy Teal,Sm,Mixed Qty,5IT23A7B1V,1799.99,,,1199.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Gunpowder BlackFlash,Sm,Mixed Qty,5IT23A7B1X,1799.99,,,1199.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Navy Teal,Med,Mixed Qty,5IT23A7B2V,1799.99,,,1199.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Gunpowder BlackFlash,Med,Mixed Qty,5IT23A7B2X,1799.99,,,1199.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Navy Teal,Large,Mixed Qty,5IT23A7B3V,1799.99,,,1199.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 27.5 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Gunpowder BlackFlash,Large,Mixed Qty,5IT23A7B3X,1799.99,,,1199.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Navy Teal,Sm,Mixed Qty,5IT23A921V,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Gunpowder BlackFlash,Sm,Mixed Qty,5IT23A921X,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Navy Teal,Med,Mixed Qty,5IT23A922V,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Gunpowder BlackFlash,Med,Mixed Qty,5IT23A922X,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Navy Teal,Large,Mixed Qty,5IT23A923V,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 Deore,"Shimano Deore 12s, RS Gold 35 Fork, Halo Ridgeline Wheels",Gunpowder BlackFlash,Large,Mixed Qty,5IT23A923X,1999.99,,,1333.33,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Navy Teal,Sm,Mixed Qty,5IT23A931V,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Gunpowder BlackFlash,Sm,Mixed Qty,5IT23A931X,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Navy Teal,Med,Mixed Qty,5IT23A932V,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Gunpowder BlackFlash,Med,Mixed Qty,5IT23A932X,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Navy Teal,Large,Mixed Qty,5IT23A933V,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 SLX,"Shimano SLX 12s, RS Revelation Fork, Halo Vapour35 Wheels",Gunpowder BlackFlash,Large,Mixed Qty,5IT23A933X,2499.99,,,1666.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Navy Teal,Sm,Mixed Qty,5IT23A951V,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Gunpowder BlackFlash,Sm,Mixed Qty,5IT23A951X,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Navy Teal,Med,Mixed Qty,5IT23A952V,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Gunpowder BlackFlash,Med,Mixed Qty,5IT23A952X,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Navy Teal,Large,Mixed Qty,5IT23A953V,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 XT Manitou,"Shimano XT 12s, Manitou Fork, Halo Skelta Wheels, Renthal cockpit",Gunpowder BlackFlash,Large,Mixed Qty,5IT23A953X,3249.99,,,2166.66,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Navy Teal,Sm,Mixed Qty,5IT23A9B1V,1799.99,,,1199.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Gunpowder BlackFlash,Sm,Mixed Qty,5IT23A9B1X,1799.99,,,1199.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Navy Teal,Med,Mixed Qty,5IT23A9B2V,1799.99,,,1199.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Gunpowder BlackFlash,Med,Mixed Qty,5IT23A9B2X,1799.99,,,1199.99,Ison
Bikes - Complete,Bikes - MTB - Trail & Enduro,Identiti,2023 AKA 29 BOX9,"BOX 9s, RS Gold Fork, Shimano Hydro brakes, Gusset Cockpit, Halo Ridgeline Wheels",Navy Teal,Large,Mixed Qty,5IT23A9B3V,1799.99,,,1199.99,Ison
