Product Category,Product Group,Product Brand,Product Model,Product Type,Product Colour,Product Size,Short Description,Unit,Trade Price (Â£),Qty Price (Â£),Retail Price (Â£),Quantity Break,Barcode,Commodity Code,Product Name,Manufacturer Part Code,IDPartnumber,Supplier
Cranks & Chainrings,Chainring Guards,Samox,CNC Alloy Chainguard,"CNC Alloy, 104BCD, suit 36T C/Ring",Black,36T,SAMOX CNC AL C/RING GUARD 104 36T BLK,Each,13.88,12.49,24.99,5,887539029067,8714969000,CNC Alloy Chainguard,356256,CRSXG4A36C,Ison
Cranks & Chainrings,Chainring Guards,Samox,CNC Alloy Chainguard,"CNC Alloy, 104BCD, suit 38T C/Ring",Black,38T,SAMOX CNC AL C/RING GUARD 104 38T BLK,Each,13.88,12.49,24.99,5,887539029074,8714969000,CNC Alloy Chainguard,356257,CRSXG4A38C,Ison
Cranks & Chainrings,Chainring Guards,Samox,CNC Alloy Chainguard,"CNC Alloy, 104BCD, suit 40T C/Ring",Black,40T,SAMOX CNC AL C/RING GUARD 104 40T BLK,Each,13.88,12.49,24.99,5,887539029081,8714969000,CNC Alloy Chainguard,356258,CRSXG4A40C,Ison
Cranks & Chainrings,Chainring Guards,Samox,Alloy Chainguard,"Alloy, 104BCD, suit 42T C/Ring",Black,42T,SAMOX AL C/RING GUARD 104 42T BLK,Each,11.11,10.00,19.99,5,887539029111,8714969000,Alloy Chainguard - 104 BCD,356261,CRSXG4A42,Ison
Cranks & Chainrings,Chainring Guards,Samox,Alloy Chainguard,"Alloy, 104BCD, suit 44T C/Ring",Black,44T,SAMOX AL C/RING GUARD 104 44T BLK,Each,11.11,10.00,19.99,5,887539029098,8714969000,Alloy Chainguard - 104 BCD,356259,CRSXG4A44,Ison
Cranks & Chainrings,Chainring Guards,Samox,Alloy Chainguard,"Alloy, 104BCD, suit 46T C/Ring",Black,46T,SAMOX AL C/RING GUARD 104 46T BLK,Each,11.11,10.00,19.99,5,887539029104,8714969000,Alloy Chainguard - 104 BCD,356260,CRSXG4A46,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,Samox,Steel e-Bike Chainring,"Steel, Narrow Wide type, 104BCD",Black,32T,SAMOX STEEL EB NW C/RING 104/32T BLK,Each,11.11,10.00,19.99,5,887539028558,8714969000,Steel e-Bike Chainring,356213,CRSXS032,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,Samox,Steel e-Bike Chainring,"Steel, Narrow Wide type, 104BCD",Black,34T,SAMOX STEEL EB NW C/RING 104/34T BLK,Each,11.11,10.00,19.99,5,887539028565,8714969000,Steel e-Bike Chainring,356214,CRSXS034,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,Samox,Steel e-Bike Chainring,"Steel, Narrow Wide type, 104BCD",Black,36T,SAMOX STEEL EB NW C/RING 104/36T BLK,Each,11.11,10.00,19.99,5,887539028572,8714969000,Steel e-Bike Chainring,356215,CRSXS036,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,Samox,Steel e-Bike Chainring,"Steel, Narrow Wide type, 104BCD",Black,38T,SAMOX STEEL EB NW C/RING 104/38T BLK,Each,14.99,13.49,26.99,5,887539028589,8714969000,Steel e-Bike Chainring,356216,CRSXS038,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,Samox,Steel e-Bike Chainring,"Steel, Narrow Wide type, 104BCD",Black,40T,SAMOX STEEL EB NW C/RING 104/40T BLK,Each,14.99,13.49,26.99,5,887539028596,8714969000,Steel e-Bike Chainring,356217,CRSXS040,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,Samox,Steel e-Bike Chainring,"Steel, Narrow Wide type, 104BCD",Black,42T,SAMOX STEEL EB NW C/RING 104/42T BLK,Each,14.99,13.49,26.99,5,887539028602,8714969000,Steel e-Bike Chainring,356218,CRSXS042,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,Samox,Steel e-Bike Chainring,"Steel, Narrow Wide type, 104BCD",Black,44T,SAMOX STEEL EB NW C/RING 104/44T BLK,Each,16.66,14.99,29.99,5,887539028619,8714969000,Steel e-Bike Chainring,356219,CRSXS044,Ison
Cranks & Chainrings,Chainrings - MTB 4 Arm,Samox,Steel e-Bike Chainring,"Steel, Narrow Wide type, 104BCD",Black,46T,SAMOX STEEL EB NW C/RING 104/46T BLK,Each,16.66,14.99,29.99,5,887539028626,8714969000,Steel e-Bike Chainring,356242,CRSXS046,Ison
Forks,Fork Spares & Upgrades,Society,Xeno DJ Crown/Steerer Assy,"Crown, Steerer and Stanchions",Black,"26""",SOCIETY XENO DJ CROWN ASSY,Each,28.57,28.57,49.99,0,5051699022564,8714919000,Xeno Spare Parts,FKSYSDCA,FKSYSDCA,Ison
Forks,Fork Spares & Upgrades,Society,Chrono/Fury Remote Lock out,Remote Lock-Out kit to suit Chrono or Fury forks,Black,,SOCIETY REMOTE LOCKOUT KIT BLK,Each,22.85,22.85,39.99,0,5051699032327,8714919000,Remote Lockout Kit,FKSYSRLK,FKSYSRLK,Ison
Forks,Fork Spares & Upgrades,Society,Xeno 20mm Axle,Spare 20mm Axle inc. End Cap,,20mm,SOCIETY XENO 20mm AXLE KIT,Each,14.28,14.28,24.99,0,5051699014712,8714919000,Xeno Spare Parts,FKSYSX2A,FKSYSX2A,Ison
Forks,Fork Spares & Upgrades,Society,Xeno Crown/Steerer Assy,"Crown, Steerer and Stanchions",Black,"26""",SOCIETY XENO CROWN ASSEMBLY,Each,28.57,28.57,50.00,0,5051699014750,8714919000,Xeno Spare Parts,FKSYSXCA,FKSYSXCA,Ison
Forks,Fork Spares & Upgrades,Society,Xeno Hydraulic Cartridge,Replacement Hydraulic Cartridge,Silver,One Size,SOCIETY XENO HYDRO CARTRIDGE,Each,34.28,34.28,59.99,0,5051699014767,8714919000,Xeno Spare Parts,FKSYSXHC,FKSYSXHC,Ison
Forks,Fork Spares & Upgrades,Society,Hex Bolt Ft Skewer,"Alloy end , Cr-Mo shaft, Anti-Slip Nut, for Xeno Fork",Black,,SOCIETY XENO FT FORK SKEWER,Each,2.85,2.85,4.99,0,5051699014798,8714919000,Xeno Spare Parts,FKSYSXQS,FKSYSXQS,Ison
Forks,Fork Spares & Upgrades,Society,Xeno Rebound Adj. Covers,Rebound Adjuster cover set,Black,One Size,SOCIETY XENO REBOUND ADJ CAPS,Each,2.85,2.85,4.99,0,5051699014804,8714919000,Xeno Spare Parts,FKSYSXRC,FKSYSXRC,Ison
Hubs & Cassettes,Hubs - Front Non Disc,SP Dynamo,SV-9 Ultraslim Dynamo Hub,"Front - 6V-1.5W LED Power - 9mm QR. 100mm OLD,",Black,20H,SP DYNO HUB SV-9 20H 100 BLK,Each,91.42,86.85,159.99,2,5051699053933,8714930090,SV-9 Dyno Hub,SV-9,HUSP910K,Ison
Hubs & Cassettes,Hubs - Front Non Disc,SP Dynamo,SV-9 Ultraslim Dynamo Hub,"Front - 6V-1.5W LED Power - 9mm QR. 100mm OLD,",Silver,20H,SP DYNO HUB SV-9 20H 100 SIL,Each,91.42,86.85,159.99,2,5051699053940,8714930090,SV-9 Dyno Hub,SV-9,HUSP910S,Ison
Hubs & Cassettes,Hubs - Front Non Disc,SP Dynamo,SV-9 Ultraslim Dynamo Hub,"Front - 6V-1.5W LED Power - 9mm QR. 100mm OLD,",Black,32H,SP DYNO HUB SV-9 32H 100 BLK,Each,91.42,86.85,159.99,2,5051699049967,8714930090,SV-9 Dyno Hub,SV-9,HUSP912K,Ison
Hubs & Cassettes,Hubs - Front Non Disc,SP Dynamo,SV-9 Ultraslim Dynamo Hub,"Front - 6V-1.5W LED Power - 9mm QR. 100mm OLD,",Silver,32H,SP DYNO HUB SV-9 32H 100 SIL,Each,91.42,86.85,159.99,2,5051699049974,8714930090,SV-9 Dyno Hub,SV-9,HUSP912S,Ison
Hubs & Cassettes,Hubs - Front Non Disc,SP Dynamo,SV-9 Ultraslim Dynamo Hub,"Front - 6V-1.5W LED Power - 9mm QR. 100mm OLD,",Black,24H,SP DYNO HUB SV-9 24H 100 BLK,Each,91.42,86.85,159.99,2,5051699051373,8714930090,SV-9 Dyno Hub,SV-9,HUSP914K,Ison
Hubs & Cassettes,Hubs - Front Non Disc,SP Dynamo,SV-9 Ultraslim Dynamo Hub,"Front - 6V-1.5W LED Power - 9mm QR. 100mm OLD,",Silver,24H,SP DYNO HUB SV-9 24H 100 SIL,Each,91.42,86.85,159.99,2,5051699051380,8714930090,SV-9 Dyno Hub,SV-9,HUSP914S,Ison
Hubs & Cassettes,Hubs - Front Non Disc,SP Dynamo,SV-9 Ultraslim Dynamo Hub,"Front - 6V-1.5W LED Power - 9mm QR. 100mm OLD,",Black,36H,SP DYNO HUB SV-9 36H 100 BLK,Each,91.42,86.85,159.99,2,5051699049981,8714930090,SV-9 Dyno Hub,SV-9,HUSP916K,Ison
Hubs & Cassettes,Hubs - Front Non Disc,SP Dynamo,SV-9 Ultraslim Dynamo Hub,"Front - 6V-1.5W LED Power - 9mm QR. 100mm OLD,",Silver,36H,SP DYNO HUB SV-9 36H 100 SIL,Each,91.42,86.85,159.99,2,5051699049998,8714930090,SV-9 Dyno Hub,SV-9,HUSP916S,Ison
Hubs & Cassettes,Hubs - Front Non Disc,SP Dynamo,SV-9-FC Ultraslim Dynamo Hub,"Front - 6V-1.5W LED Power - 7.9mm QR (Suit Brompton). 74mm OLD, for small Whls",Black,28H,SP DYNO HUB SV-9-FC 28H 74 BLK,Each,108.57,103.14,189.99,2,5051699050000,8714930090,SV-9 Dyno Hub,SV-9,HUSP978K,Ison
Hubs & Cassettes,Hubs - Front Non Disc,SP Dynamo,SV-9-FC Ultraslim Dynamo Hub,"Front - 6V-1.5W LED Power - 7.9mm QR (Suit Brompton). 74mm OLD, for small Whls",Silver,28H,SP DYNO HUB SV-9-FC 28H 74 SIL,Each,108.57,103.14,189.99,2,5051699050017,8714930090,SV-9 Dyno Hub,SV-9,HUSP978S,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,SL-9 Ultraslim Dynamo Disc Hub,Front - 6V-1.5W LED Power - 9mm QR. Centre-Lock disc type. 100mm OLD,Black,24H,SP DYNO HUB SL-9 CLDB 24H BLK,Each,97.14,92.28,169.99,2,5051699055289,8714930090,SL-9 Dyno Hub,SV-9,HUSP9L24K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,SL-9 Ultraslim Dynamo Disc Hub,Front - 6V-1.5W LED Power - 9mm QR. Centre-Lock disc type. 100mm OLD,Black,28H,SP DYNO HUB SL-9 CLDB 28H BLK,Each,97.14,92.28,169.99,2,5051699055296,8714930090,SL-9 Dyno Hub,SV-9,HUSP9L28K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,SL-9 Ultraslim Dynamo Disc Hub,Front - 6V-1.5W LED Power - 9mm QR. Centre-Lock disc type. 100mm OLD,Black,32H,SP DYNO HUB SL-9 CLDB 32H BLK,Each,97.14,92.28,169.99,2,5051699055302,8714930090,SL-9 Dyno Hub,SV-9,HUSP9L32K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,SL-9 Ultraslim Dynamo Disc Hub,Front - 6V-1.5W LED Power - 9mm QR. Centre-Lock disc type. 100mm OLD,Silver,32H,SP DYNO HUB SL-9 CLDB 32H SIL,Each,97.14,92.28,169.99,2,5051699067374,8714930090,SL-9 Dyno Hub,SV-9,HUSP9L32S,Ison
Hubs & Cassettes,Hub Spares,SP Dynamo,Dynamo Hub Connector,Spare wire connector Kit - suit all SP hubs,Black,,SP DYNO HUB CONNECTOR KIT,Each,1.43,1.29,2.50,2,5051699034260,8714930090,Hub Connector Kit,HB017-ADAPTER,HUSPCCK,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-6-110 Power Dynamo Hub,"Front - 6V-3W - 15x110mm Thru-Axle type. 6-Bolt Disc Mount. For 26""/700c wheels",Black,28H,SP DYNO HUB PD-6 DB 15x110 28H BLK,Each,108.57,103.14,189.99,2,5051699075645,8714930090,PD-6 15mm,PD-6-110,HUSPPB628K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-6-110 Power Dynamo Hub,"Front - 6V-3W - 15x110mm Thru-Axle type. 6-Bolt Disc Mount. For 26""/700c wheels",Black,32H,SP DYNO HUB PD-6 DB 15x110 32H BLK,Each,108.57,103.14,189.99,2,5051699075652,8714930090,PD-6 15mm,PD-6-110,HUSPPB632K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-8 Power Dynamo Hub,"Front - 6V-3W - 9mm QR. 6-Bolt Disc Mount. 100mm OLD. For 26""700c wheels",Black,32H,SP DYNO HUB PD8 DB 32H 100 BLK,Each,68.57,65.14,119.99,2,5051699034192,8714930090,PD8 - PL8 100mm disc brake dyno hub,PD-8,HUSPPD2K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-8 Power Dynamo Hub,"Front - 6V-3W - 9mm QR. 6-Bolt Disc Mount. 100mm OLD. For 26""700c wheels",Silver,32H,SP DYNO HUB PD8 DB 32H 100 SIL,Each,68.57,65.14,119.99,2,5051699034215,8714930090,PD8 - PL8 100mm disc brake dyno hub,PD-8,HUSPPD2S,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-8 Power Dynamo Hub,"Front - 6V-3W - 9mm QR. 6-Bolt Disc Mount. 100mm OLD. For 26""700c wheels",Black,24H,SP DYNO HUB PD8 DB 24H 100 BLK,Each,68.57,65.14,119.99,2,5051699054640,8714930090,PD8 - PL8 100mm disc brake dyno hub,PD-8,HUSPPD4K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-8 Power Dynamo Hub,"Front - 6V-3W - 9mm QR. 6-Bolt Disc Mount. 100mm OLD. For 26""700c wheels",Silver,24H,SP DYNO HUB PD8 DB 24H 100 SIL,Each,68.57,65.14,119.99,2,5051699052448,8714930090,PD8 - PL8 100mm disc brake dyno hub,PD-8,HUSPPD4S,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-6 Power Dynamo Hub,"Front - 6V-3W - 15x100mm Thru-Axle type. 6-Bolt Disc Mount. For 26""/700c wheels",Black,24H,SP DYNO HUB PD-6 DB 15x100 24H BLK,Each,102.85,97.71,179.99,2,5051699072248,8714930090,PD-6 15mm,PD-6,HUSPPD624K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-6 Power Dynamo Hub,"Front - 6V-3W - 15x100mm Thru-Axle type. 6-Bolt Disc Mount. For 26""/700c wheels",Black,28H,SP DYNO HUB PD-6 DB 15x100 28H BLK,Each,102.85,97.71,179.99,2,5051699072255,8714930090,PD-6 15mm,PD-6,HUSPPD628K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-6 Power Dynamo Hub,"Front - 6V-3W - 15x100mm Thru-Axle type. 6-Bolt Disc Mount. For 26""/700c wheels",Black,32H,SP DYNO HUB PD-6 DB 15x100 32H BLK,Each,102.85,97.71,179.99,2,5051699072262,8714930090,PD-6 15mm,PD-6,HUSPPD632K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-6 Power Dynamo Hub,"Front - 6V-3W - 15x100mm Thru-Axle type. 6-Bolt Disc Mount. For 26""/700c wheels",Silver,32H,SP DYNO HUB PD-6 DB 15x100 32H SIL,Each,102.85,97.71,179.99,2,5051699072279,8714930090,PD-6 15mm,PD-6,HUSPPD632S,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-6 Power Dynamo Hub,"Front - 6V-3W - 15x100mm Thru-Axle type. 6-Bolt Disc Mount. For 26""/700c wheels",Black,36H,SP DYNO HUB PD-6 DB 15x100 36H BLK,Each,102.85,97.71,179.99,2,5051699072286,8714930090,PD-6 15mm,PD-6,HUSPPD636K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-8 Power Dynamo Hub,"Front - 6V-3W - 9mm QR. 6-Bolt Disc Mount. 100mm OLD. For 26""700c wheels",Black,36H,SP DYNO HUB PD8 DB 36H 100 BLK,Each,68.57,65.14,119.99,2,5051699040780,8714930090,PD8 - PL8 100mm disc brake dyno hub,PD-8,HUSPPD6K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-7 Power Dynamo Hub,"Front - 6V-3W - 12x100mm Maxle type. 6-Bolt Disc. For 26""/700c wheels",Black,24H,SP DYNO HUB PD-7 DB 24H 12mm BLK,Each,85.71,81.42,149.99,2,5051699062737,8714930090,PD-7 12mm,PD-7,HUSPPD724K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-7 Power Dynamo Hub,"Front - 6V-3W - 12x100mm Maxle type. 6-Bolt Disc. For 26""/700c wheels",Black,28H,SP DYNO HUB PD-7 DB 28H 12mm BLK,Each,85.71,81.42,149.99,2,5051699063642,8714930090,PD-7 12mm,PD-7,HUSPPD728K,Ison
Hubs & Cassettes,Hubs - Front Disc,SP Dynamo,PD-7 Power Dynamo Hub,"Front - 6V-3W - 12x100mm Maxle type. 6-Bolt Disc. For 26""/700c wheels",Black,32H,SP DYNO HUB PD-7 DB 32H 12mm BLK,Each,85.71,81.42,149.99,2,5051699062744,8714930090,PD-7 12mm,PD-7,HUSPPD732K,Ison
