System ID,UPC,EAN,Custom SKU,Manufacturer SKU,Default Vendor ID,Description,Default Vendor,Item Type,Tax Class,Brand,Top Level Category,Default Cost,Price,Archived (Yes / No),Category,Quantity on Hand,Lifetime Quantity Sold,# of Sales
,0850049514040,0850049514040,,,,e-Bike Shimano EP8 Crankset,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,0850049514057,0850049514057,,,,e-Bike Shimano EP8 Crankset,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,0850042201114,0850042201114,,,,e-Bike Shimano EP8 Crankset,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,0850054022325,0850054022325,,,,e-Bike ETOR Crankset,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,0850054022332,0850054022332,,,,e-Bike ETOR Crankset,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,0850054022349,0850054022349,,,,e-Bike ETOR Crankset,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,0850054022943,0850054022943,,,,e-Bike ETOR Crankset,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919054,850076919054,,,,Cam Zink eBike Crank Arms - Bosch/TQ/Avinox/Gen 4 Levo,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919061,850076919061,,,,Cam Zink eBike Crank Arms - Bosch/TQ/Avinox/Gen 4 Levo,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,,,,,,Titanium R-SPEC eBike Crank Arms - Bosch/TQ/Avinox/Gen 4 Levo,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,0850049514811,0850049514811,,,,e-Bike Titanium Shimano EP8 Crankset,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919078,850076919078,,,,Zink Freeride Crank Arms - Black,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919085,850076919085,,,,Zink Freeride Crank Arms - Silver,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919092,850076919092,,,,Zink Freeride Crank Arms - Black,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919108,850076919108,,,,Zink Freeride Crank Arms - Silver,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919115,850076919115,,,,Zink Freeride Crank Arms - Black,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919122,850076919122,,,,Zink Freeride Crank Arms - Silver,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919221,850076919221,,,,R-SPEC Trail Enduro Crank Arms - Black,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919238,850076919238,,,,R-SPEC Trail Enduro Crank Arms - Silver,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919245,850076919245,,,,R-SPEC Trail Enduro Crank Arms - Black,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
,850076919252,850076919252,,,,R-SPEC Trail Enduro Crank Arms - Silver,Ison,,,5Dev,,,,,Cranks & Chainrings,,,
