SKU,StyleCode,Name,UPC,SRP,Colour,Size,BoxQuantity,ProductCategory,Brand,GoldPrice,Currency,Supplier
PMQ8637005,PMQ8637003,SRAM Crankset Powermeter XXSL Eagle Spider Q174 55mm Chainline Dub Black 34T T-Type (BB Not Included) 2022: BLACK 165MM,7.10846E+11,1125,BLACK,165MM,,COMPONENT,Sram,668.12,GBP,Zyrofisher
PMQ8638000,PMQ8638000,SRAM Crankset Powermeter XX Eagle Spider Q174 55mm Chainline Dub MTB Wide Black 32T T-Type (BB Not Included) 2023: BLACK 175MM,7.10846E+11,1020,BLACK,175MM,,COMPONENT,Sram,587.99,GBP,Zyrofisher
PMQ8638001,PMQ8638000,SRAM Crankset Powermeter XX Eagle Spider Q174 55mm Chainline Dub MTB Wide Black 32T T-Type (BB Not Included) 2023: BLACK 170MM,7.10846E+11,1020,BLACK,170MM,,COMPONENT,Sram,587.99,GBP,Zyrofisher
PMQ8638002,PMQ8638000,SRAM Crankset Powermeter XX Eagle Spider Q174 55mm Chainline Dub MTB Wide Black 32T T-Type (BB Not Included) 2023: BLACK 165MM,7.10846E+11,1020,BLACK,165MM,,COMPONENT,Sram,587.99,GBP,Zyrofisher
PMQ8639000,PMQ8639000,SRAM Crankset Powermeter XX Eagle Spindle Q174 55mm Chainline Dub MTB Wide Black 2-Guards 32T T-Type (BB Not Included) 2023: BLACK 175MM,7.10846E+11,805,BLACK,175MM,,COMPONENT,Sram,462.86,GBP,Zyrofisher
PMQ8639001,PMQ8639000,SRAM Crankset Powermeter XX Eagle Spindle Q174 55mm Chainline Dub MTB Wide Black 2-Guards 32T T-Type (BB Not Included) 2023: BLACK 170MM,7.10846E+11,805,BLACK,170MM,,COMPONENT,Sram,462.86,GBP,Zyrofisher
PMQ8639002,PMQ8639000,SRAM Crankset Powermeter XX Eagle Spindle Q174 55mm Chainline Dub MTB Wide Black 2-Guards 32T T-Type (BB Not Included) 2023: BLACK 165MM,7.10846E+11,805,BLACK,165MM,,COMPONENT,Sram,462.86,GBP,Zyrofisher
PMQ8641000,PMQ8641000,SRAM Crankset Powermeter X0 Eagle Spindle Q174 55mm Chainline Dub MTB Wide Black 2-Guards 32T T-Type (BB Not Included) 2023: BLACK 175MM,7.10846E+11,430,BLACK,175MM,,COMPONENT,Sram,252.3,GBP,Zyrofisher
PMQ8641001,PMQ8641000,SRAM Crankset Powermeter X0 Eagle Spindle Q174 55mm Chainline Dub MTB Wide Black 2-Guards 32T T-Type (BB Not Included) 2023: BLACK 170MM,7.10846E+11,430,BLACK,170MM,,COMPONENT,Sram,252.3,GBP,Zyrofisher
PMQ8641002,PMQ8641000,SRAM Crankset Powermeter X0 Eagle Spindle Q174 55mm Chainline Dub MTB Wide Black 2-Guards 32T T-Type (BB Not Included) 2023: BLACK 165MM,7.10846E+11,430,BLACK,165MM,,COMPONENT,Sram,252.3,GBP,Zyrofisher
PMQ8686000,PMQ8686000,SRAM Red AXS E1 1x Power Meter Spider DUB  - Direct Mount 50T Aero (BB not included):  160MM,7.10846E+11,1200,NO COLOUR,160MM,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8686001,PMQ8686000,SRAM Red AXS E1 1x Power Meter Spider DUB  - Direct Mount 50T Aero (BB not included):  165MM,7.10846E+11,1200,NO COLOUR,165MM,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8686002,PMQ8686000,SRAM Red AXS E1 1x Power Meter Spider DUB  - Direct Mount 50T Aero (BB not included):  167.5MM,7.10846E+11,1200,NO COLOUR,167.5MM,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8686003,PMQ8686000,SRAM Red AXS E1 1x Power Meter Spider DUB  - Direct Mount 50T Aero (BB not included):  170MM,7.10846E+11,1200,NO COLOUR,170MM,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8686004,PMQ8686000,SRAM Red AXS E1 1x Power Meter Spider DUB  - Direct Mount 50T Aero (BB not included):  172.5MM,7.10846E+11,1200,NO COLOUR,172.5MM,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8686005,PMQ8686000,SRAM Red AXS E1 1x Power Meter Spider DUB  - Direct Mount 50T Aero (BB not included):  175MM,7.10846E+11,1200,NO COLOUR,175MM,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688000,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  160MM - 50-37T,7.10846E+11,1200,NO COLOUR,160MM - 50-37T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688001,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  165MM - 50-37T,7.10846E+11,1200,NO COLOUR,165MM - 50-37T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688002,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  167.5MM- 50-37T,7.10846E+11,1200,NO COLOUR,167.5MM- 50-37T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688003,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  170MM - 50-37T,7.10846E+11,1200,NO COLOUR,170MM - 50-37T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688004,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  172.5MM - 50-37T,7.10846E+11,1200,NO COLOUR,172.5MM - 50-37T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688005,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  175MM - 50-37T,7.10846E+11,1200,NO COLOUR,175MM - 50-37T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688006,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  160MM - 48-35T,7.10846E+11,1200,NO COLOUR,160MM - 48-35T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688007,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  165MM - 48-35T,7.10846E+11,1200,NO COLOUR,165MM - 48-35T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688008,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  167.5MM - 48-35T,7.10846E+11,1200,NO COLOUR,167.5MM - 48-35T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688009,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  170MM - 48-35T,7.10846E+11,1200,NO COLOUR,170MM - 48-35T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688010,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  172.5MM - 48-35T,7.10846E+11,1200,NO COLOUR,172.5MM - 48-35T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688011,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  175MM - 48-35T,7.10846E+11,1200,NO COLOUR,175MM - 48-35T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688012,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  160MM - 46-33T,7.10846E+11,1200,NO COLOUR,160MM - 46-33T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688013,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  165MM - 46-33T,7.10846E+11,1200,NO COLOUR,165MM - 46-33T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688014,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  167.5MM - 46-33T,7.10846E+11,1200,NO COLOUR,167.5MM - 46-33T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688015,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  170MM - 46-33T,7.10846E+11,1200,NO COLOUR,170MM - 46-33T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688016,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  172.5MM - 46-33T,7.10846E+11,1200,NO COLOUR,172.5MM - 46-33T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8688017,PMQ8688000,SRAM Red AXS E1 Power Meter Spider Dub - Direct Mount (BB Not Included):  175MM - 46-33T,7.10846E+11,1200,NO COLOUR,175MM - 46-33T,,COMPONENT,Sram,713.2,GBP,Zyrofisher
PMQ8689000,PMQ868900,SRAM Red AXS 1x Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 40T (BB Not Included):  160MM,7.10846E+11,1100,NO COLOUR,160MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689001,PMQ868900,SRAM Red AXS 1x Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 40T (BB Not Included):  165MM,7.10846E+11,1100,NO COLOUR,165MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689002,PMQ868900,SRAM Red AXS 1x Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 40T (BB Not Included):  167.5MM,7.10846E+11,1100,NO COLOUR,167.5MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689003,PMQ868900,SRAM Red AXS 1x Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 40T (BB Not Included):  170MM,7.10846E+11,1100,NO COLOUR,170MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689004,PMQ868900,SRAM Red AXS 1x Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 40T (BB Not Included):  172.5MM,7.10846E+11,1100,NO COLOUR,172.5MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689005,PMQ868900,SRAM Red AXS 1x Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 40T (BB Not Included):  175MM,7.10846E+11,1100,NO COLOUR,175MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689006,PMQ8689006,SRAM Red AXS 1X Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 42T (BB Not Included):  160MM,7.10846E+11,1100,NO COLOUR,160MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689007,PMQ8689006,SRAM Red AXS 1X Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 42T (BB Not Included):  165MM,7.10846E+11,1100,NO COLOUR,165MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689008,PMQ8689006,SRAM Red AXS 1X Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 42T (BB Not Included):  167.5MM,7.10846E+11,1100,NO COLOUR,167.5MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689009,PMQ8689006,SRAM Red AXS 1X Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 42T (BB Not Included):  170MM,7.10846E+11,1100,NO COLOUR,170MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689010,PMQ8689006,SRAM Red AXS 1X Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 42T (BB Not Included):  172.5MM,7.10846E+11,1100,NO COLOUR,172.5MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8689011,PMQ8689006,SRAM Red AXS 1X Power Meter Spider XPLR DUB Wide E1 - Threaded Mount 42T (BB Not Included):  175MM,7.10846E+11,1100,NO COLOUR,175MM,,COMPONENT,Sram,642.53,GBP,Zyrofisher
PMQ8737000,PMQ8737000,SRAM Crankset w/Power meter spindle FORCE AXS 1x XPLR DUB WIDE E1 - Direct Mount 42T (BB not included):  160MM,7.10846E+11,460,NO COLOUR,160MM,,COMPONENT,Sram,268.34,GBP,Zyrofisher
PMQ8737001,PMQ8737000,SRAM Crankset w/Power meter spindle FORCE AXS 1x XPLR DUB WIDE E1 - Direct Mount 42T (BB not included):  165MM,7.10846E+11,460,NO COLOUR,165MM,,COMPONENT,Sram,268.34,GBP,Zyrofisher
PMQ8737003,PMQ8737000,SRAM Crankset w/Power meter spindle FORCE AXS 1x XPLR DUB WIDE E1 - Direct Mount 42T (BB not included):  170MM,7.10846E+11,460,NO COLOUR,170MM,,COMPONENT,Sram,268.34,GBP,Zyrofisher
PMQ8737004,PMQ8737000,SRAM Crankset w/Power meter spindle FORCE AXS 1x XPLR DUB WIDE E1 - Direct Mount 42T (BB not included):  172.5MM,7.10846E+11,460,NO COLOUR,172.5MM,,COMPONENT,Sram,268.34,GBP,Zyrofisher
PMQ8737005,PMQ8737000,SRAM Crankset w/Power meter spindle FORCE AXS 1x XPLR DUB WIDE E1 - Direct Mount 42T (BB not included):  175MM,7.10846E+11,460,NO COLOUR,175MM,,COMPONENT,Sram,268.34,GBP,Zyrofisher
PMQ8739000,PMQ8739000,SRAM Crankset w/Power meter spider FORCE AXS E1 DUB - Thread Mount (BB not included): 50-37T 160MM,7.10846E+11,765,50-37T,160MM,,COMPONENT,Sram,445.49,GBP,Zyrofisher
PMQ8739001,PMQ8739000,SRAM Crankset w/Power meter spider FORCE AXS E1 DUB - Thread Mount (BB not included): 50-37T 165MM,7.10846E+11,765,50-37T,165MM,,COMPONENT,Sram,445.49,GBP,Zyrofisher
PMQ8739003,PMQ8739000,SRAM Crankset w/Power meter spider FORCE AXS E1 DUB - Thread Mount (BB not included): 50-37T 170MM,7.10846E+11,765,50-37T,170MM,,COMPONENT,Sram,445.49,GBP,Zyrofisher
PMQ8739004,PMQ8739000,SRAM Crankset w/Power meter spider FORCE AXS E1 DUB - Thread Mount (BB not included): 50-37T 172.5MM,7.10846E+11,765,50-37T,172.5MM,,COMPONENT,Sram,445.49,GBP,Zyrofisher
